Assembly Accession	Organism Name	Organism Taxonomic ID
GCF_036172605.1	Pelobates fuscus	191477
GCA_032595735.1	Pelochelys cantorii	171793
GCA_036172795.1	Pelodytes ibericus	233781
GCA_963691645.1	Pelosia muscerda	988016
GCA_042242105.1	Pempheris klunzingeri	3127111
GCA_933228935.1	Pemphredon lugubris	2495172
GCF_019202785.1	Penaeus chinensis	139456
GCF_015228065.2	Penaeus monodon	6687
GCA_042310395.1	Pennahia pawak	1334976
GCF_004354835.1	Perca flavescens	8167
GCF_010015445.1	Perca fluviatilis	8168
GCA_025617405.1	Perca schrenkii	210850
GCA_024416835.2	Perccottus glenii	284583
GCA_964304455.1	Perconia strigillaria	1870689
GCA_911728515.1	Peribatodes rhomboidaria	190356
GCF_009829125.3	Periophthalmus magnuspinnatus	409849
GCA_032357785.1	Periparus ater	156567
GCA_949715065.1	Periphyllus acericola	1425412
GCF_040183065.1	Periplaneta americana	6978
GCA_964016905.1	Perithous albicinctus	2998544
GCA_961405105.1	Perizoma affinitatum	934816
GCA_964188255.1	Perizoma blandiatum	934818
GCA_958496245.1	Perizoma flavofasciatum	934819
GCA_037379345.1	Perna viridis	73031
GCF_023159225.1	Perognathus longimembris pacificus	214514
GCF_949786415.1	Peromyscus eremicus	42410
GCF_004664715.2	Peromyscus leucopus	10041
GCF_003704035.1	Peromyscus maniculatus bairdii	230844
GCA_003704135.2	Peromyscus polionotus subgriseus	369710
GCA_040437555.1	Petenia splendida	96998
GCF_010993605.1	Petromyzon marinus	7757
GCA_951640565.1	Petrophora chlorosata	875879
GCA_947044365.1	Petrosia ficiformis	68564
GCF_016906955.1	Phacochoerus africanus	41426
GCA_918026855.4	Phaedon cochleariae	80249
GCA_964289735.1	Phaethon aethereus	37045
GCA_964264905.1	Phakellia robusta	2738514
GCA_964276705.1	Phakellia ventilabrum	942649
GCA_949628215.1	Phalacrocorax aristotelis	126867
GCF_963921805.1	Phalacrocorax carbo	9209
GCA_028646595.1	Phalanger gymnotis	65615
GCA_905147815.2	Phalera bucephala	753216
GCA_963932375.1	Phania funesta	670618
GCA_963931995.1	Phaonia tiefii	2882611
GCA_949628195.1	Phasia obesa	1918144
GCA_009761765.1	Phenacoccus solenopsis	483260
GCA_963565745.1	Phengaris arion	203779
GCA_905404115.1	Pheosia gnoma	988018
GCA_905333125.1	Pheosia tremula	988019
GCA_943735915.1	Pherbina coryleti	1096077
GCA_963924445.1	Philereme transversata	873512
GCA_918857605.2	Philereme vetulata	934888
GCA_910595825.1	Philhelius pedissequus	414876
GCA_963969385.1	Philonicus albiceps	468783
GCA_932526585.2	Philonthus cognatus	346820
GCA_963082785.1	Philonthus spinipes	878362
GCA_963971165.1	Philopedon plagiatum	202117
GCA_963971545.1	Philophylla caesio	472889
GCF_024763615.1	Phlebotomus papatasi	29031
GCA_905147745.2	Phlogophora meticulosa	875884
GCF_963924675.1	Phocoena phocoena	9742
GCF_008692025.1	Phocoena sinus	42100
GCA_009819775.1	Phoenicopterus ruber ruber	9218
GCA_020510985.1	Pholidichthys leucotaenia	390368
GCA_910591455.2	Pholis gunnellus	56726
GCA_921293015.1	Phorcus lineatus	1620919
GCA_034638295.1	Phortica okadai	462257
GCA_944588485.1	Phosphuga atrata	414934
GCA_949152265.1	Phoxinus phoxinus	58324
GCA_964277475.1	Phragmataecia castaneae	753407
GCA_932526445.1	Phragmatobia fuliginosa	214311
GCA_037367245.1	Phrynocephalus guinanensis	740940
GCA_020142125.1	Phrynosoma platyrhinos	52577
GCA_964059365.1	Phycita roborella	1101143
GCF_024500275.1	Phycodurus eques	693459
GCA_964266695.1	Phyllidia flava	2934182
GCF_024500385.1	Phyllopteryx taeniolatus	161469
GCA_964212625.1	Phyllospongia foliascens	593584
GCF_004126475.2	Phyllostomus discolor	89673
GCA_917563865.1	Phyllotreta cruciferae	224133
GCA_918026865.1	Phyllotreta striolata	444603
GCA_963170745.1	Phymatocera aterrima	362106
GCA_017654935.2	Phymorhynchus buccinoides	480380
GCF_002837175.3	Physeter catodon	9755
GCA_963966595.1	Physocephala rufipes	1219160
GCA_941918925.1	Phyto melanocephala	1262321
GCA_037576195.1	Phytoseiulus persimilis	44414
GCA_040208305.1	Piaractus mesopotamicus	42528
GCA_031216915.1	Pictodentalium vernedei	2996714
GCA_033816785.1	Picus viridis	100825
GCF_905147105.1	Pieris brassicae	7116
GCA_028984075.1	Pieris mannii	876065
GCF_905475465.1	Pieris napi	78633
GCF_905147795.1	Pieris rapae	64459
GCA_023052935.1	Piezodorus guildinii	437484
GCF_002776525.5	Piliocolobus tephrosceles	591936
GCA_955831195.1	Pilophorus perplexus	881727
GCA_964197675.1	Pimpla contemplator	1045619
GCA_963932165.1	Pimpla rufipes	2184727
GCA_028142955.1	Pinctada fucata	50426
GCA_964261305.1	Pinctada radiata	112209
GCA_964339955.1	Pipistrellus hanaki	412090
GCA_963693515.1	Pipistrellus nathusii	59473
GCA_903992545.1	Pipistrellus pipistrellus	59474
GCA_949987585.1	Pipistrellus pygmaeus	246814
GCA_010994315.2	Pisaster ochraceus	7612
GCA_943735955.1	Piscicola geometra	60958
GCA_964276725.1	Placobdella costata	60953
GCA_037013635.1	Plagiodera versicolora	154017
GCA_040144785.1	Plagiognathops microlepis	70548
GCA_963854805.1	Plagodis dolabraria	934889
GCA_963890685.1	Plagodis pulveraria	688490
GCF_950023065.1	Planococcus citri	170843
GCF_949316205.1	Platichthys flesus	8260
GCA_016801935.1	Platichthys stellatus	195632
GCA_916050605.2	Platycheirus albimanus	414846
GCA_963971375.1	Platycheirus rosarum	1352472
GCA_933228895.1	Platycnemis pennipes	126231
GCA_964277305.1	Platyedra subcinerea	1660718
GCA_028476575.1	Platygaster robiniae	2753657
GCA_949748235.1	Platypus cylindrus	298138
GCA_964106875.1	Platystomos albinus	197009
GCA_021014325.1	Plazaster borealis	466999
GCA_905404155.3	Plebejus argus	242267
GCA_041753815.1	Plecia longiforceps	2976917
GCA_963455305.1	Plecotus auritus	61862
GCF_008729295.1	Plectropomus leopardus	160734
GCA_040437455.1	Plecturocebus cupreus	202457
GCA_963576535.1	Plemyria rubiginata	934957
GCF_031143425.1	Pleurodeles waltl	8319
GCF_947347685.1	Pleuronectes platessa	8262
GCF_027563975.2	Plodia interpunctella	58824
GCA_024760905.1	Plotosus lineatus	243562
GCA_964036295.1	Plumapathes pennacea	1350358
GCA_950381575.1	Plusia festucae	254382
GCF_932276165.1	Plutella xylostella	51655
GCA_017639485.1	Pluvialis apricaria	670352
GCA_964027065.2	Pocillopora grandis	2759717
GCF_036669915.1	Pocillopora verrucosa	203993
GCA_963082735.1	Pocota personata	2867115
GCA_932274525.1	Podabrus alpinus	1553677
GCA_964188305.1	Podarcis bocagei	90520
GCA_951804945.1	Podarcis cretensis	1330250
GCA_964252035.1	Podarcis erhardii	140042
GCA_964270895.1	Podarcis filfolensis	65481
GCA_964106915.2	Podarcis gaigeae	90521
GCA_947686815.1	Podarcis lilfordi	74358
GCA_964234825.1	Podarcis melisellensis	65482
GCF_004329235.1	Podarcis muralis	64176
GCA_964106635.2	Podarcis pityusensis	74359
GCF_027172205.1	Podarcis raffonei	65483
GCA_964188175.1	Podarcis siculus	65484
GCA_028020825.1	Podargus strigoides	8905
GCF_030490865.1	Poecile atricapillus	48891
GCA_038429875.1	Poecile montanus	48895
GCA_033032245.1	Poecilia picta	69234
GCF_000633615.1	Poecilia reticulata	8081
GCA_947095535.1	Poecilobothrus nobilitatus	369887
GCA_963942605.1	Poecilus cupreus	270614
GCF_015220805.1	Pogoniulus pusillus	488313
GCA_963924545.1	Pogonocherus hispidulus	1143099
GCA_028583405.1	Pogonophryne albipinna	1090488
GCA_002278615.1	Pogonus chalceus	235516
GCA_964291845.1	Polia bombycina	988022
GCA_951329385.1	Polia nebulosa	988024
GCA_947397865.1	Polietes domitor	2866287
GCA_949987615.1	Pollachius pollachius	185739
GCA_943735925.1	Pollenia amentaria	670595
GCA_930367215.1	Pollenia angustigena	1266490
GCA_963931875.1	Pollenia griseotomentosa	1720740
GCA_949318255.1	Pollenia labialis	1266491
GCA_964300415.1	Pollenia pediculata	1266492
GCA_964276815.1	Polychrysia moneta	1870248
GCA_016801845.1	Polydactylus sextarius	435218
GCA_935413205.1	Polydrusus cervinus	202137
GCA_963969555.1	Polydrusus pterygomalis	202138
GCA_963920685.1	Polydrusus tereticollis	1342093
GCA_038024825.1	Polylopha cassiicola	3109984
GCA_949987655.1	Polymixis flavicincta	1870251
GCA_949091785.1	Polymixis lichenea	1870252
GCF_017654505.1	Polyodon spathula	7913
GCA_937595015.1	Polyommatus icarus	265386
GCA_963422495.1	Polyommatus iphigenia	268662
GCA_964271655.1	Polyommatus szabokyi	2079168
GCA_018290095.1	Polypedilum vanderplanki	319348
GCA_951394255.1	Polyploca ridens	988154
GCF_016835505.1	Polypterus senegalus	55291
GCA_964261855.1	Polytribax perspicillator	2979191
GCF_003073045.1	Pomacea canaliculata	400727
GCF_028885655.2	Pongo abelii	9601
GCF_028885625.2	Pongo pygmaeus	9600
GCA_964035525.1	Porites cylindrica	126659
GCA_958299795.1	Porites lutea	51062
GCA_964035705.1	Porites rus	262591
GCA_020800305.1	Porphyrio hochstetteri	439704
GCA_949715645.1	Portevinia maculata	226160
GCF_017591435.1	Portunus trituberculatus	210409
GCA_028658325.1	Potorous gilbertii	173936
GCA_028534135.1	Potos flavus	29067
GCF_021018805.1	Prinia subflava	208062
GCA_963942575.1	Priocnemis perturbator	1747324
GCA_037974335.1	Prionace glauca	7815
GCF_016509475.1	Prionailurus bengalensis	37029
GCF_022837055.1	Prionailurus viverrinus	61388
GCA_000180635.4	Pristionchus pacificus	54126
GCA_044704955.1	Pristiophorus japonicus	55135
GCF_009764475.1	Pristis pectinata	685728
GCF_040958095.1	Procambarus clarkii	6728
GCA_028646535.1	Procyon lotor	9654
GCA_964059925.1	Propanagrolaimus sp. LC92	2963941
GCA_018397935.1	Propsilocerus akamusi	903466
GCA_013421045.1	Propylea japonica	158624
GCA_036172665.1	Prosopocoilus inquinatus	618466
GCA_021464625.1	Proterorhinus semilunaris	322563
GCA_932274085.1	Protocalliphora azurea	226133
GCA_936450705.2	Protodeltote pygarga	708063
GCA_963924005.1	Protomyctophum bolini	443714
GCA_964188405.1	Protomyctophum parallelum	1091426
GCA_947568835.1	Protonemura montana	2884235
GCA_028641955.1	Protonibea diacanthus	335060
GCA_951394005.1	Protophormia terraenovae	34676
GCF_019279795.1	Protopterus annectens	7888
GCA_030340685.1	Protosalanx chinensis	240822
GCA_949752745.1	Protula sp. h YS-2021	2886755
GCA_963920635.1	Pseudeuparius sepicola	1586585
GCF_902827115.1	Pseudochaenichthys georgianus	52239
GCA_902827115.2	Pseudochaenichthys georgianus	52239
GCA_028646575.1	Pseudocheirus occidentalis	656515
GCA_028646515.1	Pseudochirops corinnae	65629
GCA_028627135.1	Pseudochirops cupreus	37702
GCA_038380155.1	Pseudococcus jackbeardsleyi	490930
GCA_951640165.1	Pseudoips prasinana	2758353
GCF_029220125.1	Pseudoliparis swirei	2059687
GCA_029228625.1	Pseudolycoriella hygida	35572
GCA_964260665.1	Pseudopanthera macularia	1007708
GCF_028390025.1	Pseudophryne corroboree	495146
GCF_036250125.1	Pseudopipra pipra	415032
GCA_038501795.1	Pseudopleuronectes americanus	8265
GCF_024679245.1	Pseudorasbora parva	51549
GCF_039906515.1	Pseudorca crassidens	82174
GCA_041296405.1	Pseudoregma bambucicola	39655
GCA_964026355.1	Pseudorhiza haeckeli	880241
GCA_964305725.1	Pseudoscada florula	331281
GCA_964304715.1	Pseudoscada timna	344667
GCA_963264785.1	Psittacula echo	232653
GCA_963971405.1	Psococerastis gibbosa	2882760
GCA_927349885.1	Psylliodes chrysocephala	2598218
GCA_964204945.1	Pterapherapteryx sexalata	987030
GCA_035048485.1	Pteria penguin	113549
GCA_964035795.1	Pterobdella sp. o SKG-2022	2926341
GCA_012977825.3	Pteromalus puparum	32389
GCA_043644785.1	Pteronarcys californica	270884
GCA_028533765.1	Pteropus rufus	196297
GCA_911728475.2	Pterostichus madidus	767470
GCA_947425015.1	Pterostichus niger	106386
GCA_914767695.1	Ptilodon capucinus	987449
GCA_964304645.1	Ptilophora plumigera	988179
GCA_036250615.1	Ptychadena robeensis	2829185
GCA_041296075.1	Ptychidio jordani	369663
GCA_027422405.1	Ptychobarbus kaznakovi	263525
GCA_041765585.1	Ptychocheilus lucius	232998
GCA_041260155.1	Ptychodera flava	63121
GCA_961205885.1	Ptychoptera albimana	1902997
GCA_963942525.1	Ptychoptera contaminata	1572538
GCF_949316345.1	Pungitius pungitius	134920
GCF_018831695.1	Puntigrus tetrazona	1606681
GCA_028975605.1	Pusa sibirica	9719
GCA_963924575.1	Pycnomerus fuliginosus	878397
GCA_032158295.1	Pycnopodia helianthoides	7614
GCA_025170145.1	Pyemotes zhonghuajia	2749944
GCF_015220715.1	Pygocentrus nattereri	42514
GCA_947507595.1	Pyralis farinalis	687122
GCA_963584085.1	Pyrausta aurata	1594338
GCA_963921415.1	Pyrausta despicata	1281420
GCA_949316185.1	Pyrausta nigrata	1660681
GCA_963924145.1	Pyrausta purpuralis	1101044
GCA_964263985.1	Pyrgus alveus	876067
GCA_964261425.1	Pyrgus cacaliae	876070
GCA_964276835.1	Pyrgus carlinae	2505785
GCA_964275275.1	Pyrgus centaureae	1666702
GCA_911387765.1	Pyrgus malvae	218760
GCA_964264845.1	Pyrgus malvoides	1107715
GCA_038380795.1	Pyrocephalus nanus	1853061
GCA_905333025.2	Pyrochroa serraticornis	346838
GCA_036250285.1	Pyrocoelia pectoralis	417401
GCA_963891755.1	Pyrrhia umbra	753223
GCA_039877355.1	Pyrrhocoris apterus	37000
GCA_963573305.1	Pyrrhosoma nymphula	197171
GCA_004786255.1	Pyxicephalus adspersus	30357
GCA_964338995.1	Quedius lateralis	878401
GCA_038496675.1	Rachycentron canadum	141264
GCA_019425775.1	Rafetus swinhoei	904230
GCA_963514005.1	Raja brachyura	223862
GCA_029574335.1	Rana kukunoris	670907
GCA_029206835.1	Rana muscosa	160500
GCF_905171775.1	Rana temporaria	8407
GCA_040954505.1	Ranatra chinensis	642074
GCA_949782905.1	Rangifer tarandus platyrhynchus	3082113
GCF_032444005.1	Ranitomeya imitator	111125
GCA_028751875.1	Rapana venosa	55521
GCF_036323735.1	Rattus norvegicus	10116
GCF_011064425.1	Rattus rattus	10117
GCA_006182925.3	Reinhardtius hippoglossoides	111784
GCA_034769265.1	Remorina albescens	641296
GCA_964261875.1	Rhabdastrella globostellata	473528
GCA_039707465.1	Rhabdophis nuchalis	126483
GCA_964270825.1	Rhagades pruni	287213
GCA_964211845.1	Rhagio lineola	1822558
GCA_963680705.1	Rhagium mordax	295679
GCA_905340355.1	Rhagonycha fulva	41101
GCA_958510855.1	Rhagonycha lutea	1553715
GCA_963969265.1	Rhamphochromis sp. 'chilingali'	454631
GCA_963920725.1	Rhamphomyia laevipes	2867109
GCA_948150685.1	Rhaphigaster nebulosa	51622
GCF_028389875.1	Rhea pennata	8795
GCA_013398505.2	Rhegmatorhina hoffmannsi	468512
GCA_964273775.1	Rheumaptera hastata	691601
GCA_964235345.1	Rheumaptera undulata	572890
GCA_963989365.1	Rhimphoctona megacephalus	2922074
GCF_901001135.1	Rhinatrema bivittatum	194408
GCA_901001135.2	Rhinatrema bivittatum	194408
GCF_021869965.1	Rhincodon typus	259920
GCF_030035675.1	Rhineura floridana	261503
GCA_932526625.1	Rhingia campestris	226161
GCA_949824845.1	Rhingia rostrata	2721518
GCA_028646465.1	Rhinoceros unicornis	9809
GCA_039654625.1	Rhinogobio ventralis	171530
GCA_019453435.1	Rhinogobius similis	1263952
GCA_043728065.1	Rhinolophus affinis	59477
GCF_004115265.2	Rhinolophus ferrumequinum	59479
GCA_964194185.1	Rhinolophus hipposideros	77218
GCA_043748575.1	Rhinolophus perniger lanosus	3030661
GCA_041825415.1	Rhinolophus rex	188572
GCA_036562045.1	Rhinolophus sinicus	89399
GCA_043728145.1	Rhinolophus trifoliatus	430492
GCA_043880425.1	Rhinolophus yonghoiseni	2952509
GCA_037306005.1	Rhinophrynus dorsalis	43566
GCF_007565055.1	Rhinopithecus roxellana	61622
GCA_043880545.1	Rhinopoma microphyllum	173903
GCF_013339725.1	Rhipicephalus microplus	6941
GCF_013339695.2	Rhipicephalus sanguineus	34632
GCA_963082605.1	Rhodophaea formosa	1870710
GCA_944452935.1	Rhogogaster chlorosoma	1385029
GCA_041380415.1	Rhomboplites aurorubens	40507
GCA_964237215.1	Rhopaloeides odorabile	476028
GCF_003676215.2	Rhopalosiphum maidis	43146
GCF_020882245.1	Rhopalosiphum padi	40932
GCA_963564615.1	Rhorus exstirpatorius	2922075
GCA_036850595.2	Rhyacichthys aspro	86220
GCA_043290065.1	Rhynchocyon petersi	320637
GCA_037038555.1	Rhynchonycteris naso	249017
GCA_964300365.1	Rhynchopelta concentrica	55023
GCA_027574665.1	Rhynochetos jubatus	54386
GCA_040020575.1	Rhynocoris fuscipes	488301
GCA_949710005.1	Ricordea florida	165100
GCA_019009955.1	Riptortus pedestris	329032
GCF_028500815.1	Rissa tridactyla	75485
GCA_023566225.1	Romanogobio albipinnatus	260767
GCA_028533395.1	Rousettus madagascariensis	77223
GCA_964017185.1	Rugalucina vietnamica	244489
GCA_963981305.1	Rupicapra rupicapra	34869
GCA_936432065.2	Rutpela maculata	878968
GCA_964017235.1	Sabellastarte sp. h YS-2021	2886754
GCF_943734655.1	Sabethes cyaneus	53552
GCA_964059465.1	Sabra harpagula	721158
GCF_036850765.1	Saccopteryx bilineata	59482
GCF_036850995.1	Saccopteryx leptura	249018
GCA_916048095.2	Sacculina carcini	51650
GCA_021498475.1	Saguinus midas	30586
GCA_031835075.1	Saguinus oedipus	9490
GCA_044705685.1	Salanx cuvieri	306639
GCA_043647535.1	Salaria pavo	152553
GCF_902148845.1	Salarias fasciatus	181472
GCA_030463535.1	Salminus brasiliensis	930266
GCF_905237065.1	Salmo salar	8030
GCF_901001165.1	Salmo trutta	8032
GCA_901001165.2	Salmo trutta	8032
GCA_949788335.1	Salpingus planirostris	577144
GCA_963930645.1	Salticus scenicus	243486
GCF_029448725.1	Salvelinus fontinalis	8038
GCF_016432855.1	Salvelinus namaycush	8040
GCF_002910315.2	Salvelinus sp. IW2-2015	2691554
GCA_014132275.2	Samia ricini	63990
GCF_008315115.2	Sander lucioperca	283035
GCA_031162955.1	Sander vitreus	283036
GCA_927399465.1	Sarcophaga caerulescens	596942
GCA_958299815.1	Sarcophaga carnaria	226135
GCA_014635995.1	Sarcophaga peregrina	7386
GCA_930367235.1	Sarcophaga rosellei	1206372
GCA_936449025.2	Sarcophaga subvicina	236850
GCA_932273835.1	Sarcophaga variegata	236851
GCF_902635505.1	Sarcophilus harrisii	9305
GCA_020844145.1	Sarcoptes scabiei	52283
GCA_037962945.1	Sarcoramphus papa	43583
GCF_963854185.1	Sardina pilchardus	27697
GCA_033032175.1	Saturnia japonica	37778
GCA_947532125.1	Saturnia pavonia	332931
GCA_964274205.1	Satyrium pruni	876075
GCA_964290905.1	Satyrus ferula	111941
GCA_022818135.2	Saxidomus purpurata	311201
GCA_905146935.1	Scaeva pyrastri	219539
GCA_042919465.1	Scaptochirus moschatus	446353
GCA_964197995.1	Scardinius erythrophthalmus	58319
GCA_040938175.1	Scathophaga stercoraria	95463
GCF_020382885.2	Scatophagus argus	75038
GCA_964204855.1	Scellus notatus	2998547
GCA_016801065.1	Sceloporus tristichus	190870
GCF_019175285.1	Sceloporus undulatus	8520
GCF_021461395.2	Schistocerca americana	7009
GCF_023864275.1	Schistocerca cancellata	274614
GCF_023897955.1	Schistocerca gregaria	7010
GCF_023898315.1	Schistocerca nitens	7011
GCF_021461385.2	Schistocerca piceifrons	274613
GCF_023864345.2	Schistocerca serialis cubense	2023355
GCA_944470425.2	Schistosoma bovis	6184
GCA_944474815.3	Schistosoma curassoni	6186
GCA_944470375.2	Schistosoma guineensis	393876
GCF_000699445.3	Schistosoma haematobium	6185
GCA_944470365.2	Schistosoma intercalatum	6187
GCA_025215515.1	Schistosoma japonicum	6182
GCF_000237925.1	Schistosoma mansoni	6183
GCA_000237925.5	Schistosoma mansoni	6183
GCA_944470205.2	Schistosoma margrebowiei	48269
GCA_944470405.2	Schistosoma mattheei	31246
GCA_034768735.1	Schistosoma mekongi	38744
GCA_944470415.2	Schistosoma rodhaini	6188
GCA_946903255.1	Schistosoma spindale	6189
GCA_944470395.2	Schistosoma turkestanicum	1163369
GCA_020882235.1	Schizaphis graminum	13262
GCA_027474115.1	Schizopygopsis malacanthus	361645
GCA_027422435.1	Schizopygopsis pylzovi	263523
GCA_040939985.1	Schizopygopsis younghusbandi	263521
GCA_027422415.1	Schizothorax lantsangensis	343527
GCA_041051915.1	Schizothorax macropogon	263547
GCA_951805265.1	Schizotus pectinicornis	351686
GCA_019022885.1	Schlechtendalia chinensis	38111
GCA_044892535.1	Schmidtea lugubris	163372
GCA_022537955.1	Schmidtea mediterranea	79327
GCA_044892505.1	Schmidtea nova	163373
GCA_044892525.1	Schmidtea polychroa	50054
GCA_963935595.1	Schoenobius gigantellus	753421
GCA_905475405.1	Schrankia costaestrigalis	411963
GCA_033000465.1	Sciaenops ocellatus	76340
GCA_964204755.1	Sciapus platypterus	377571
GCA_036419045.1	Scirpophaga incertulas	72366
GCF_902686445.1	Sciurus carolinensis	30640
GCA_902686455.2	Sciurus vulgaris	55149
GCA_037305995.1	Sclerodermus sp. 'alternatusi'	3042140
GCF_900964775.1	Scleropages formosus	113540
GCA_033964015.1	Scolanthus callimorphus	2072708
GCF_027409825.1	Scomber japonicus	13676
GCF_963691925.1	Scomber scombrus	13677
GCA_038419695.1	Scomberomorus guttatus	99343
GCA_963921215.1	Scoparia ambigualis	1594341
GCF_022379125.1	Scophthalmus maximus	52904
GCA_023238725.1	Scortum barcoo	214431
GCA_949320045.1	Scotopteryx bipunctaria	987009
GCA_964291035.1	Scotopteryx chenopodiata	326962
GCA_949820665.1	Scrobipalpa costella	1858070
GCA_044232375.1	Scurria scurra	351200
GCF_902713615.1	Scyliorhinus canicula	7830
GCA_902713615.2	Scyliorhinus canicula	7830
GCF_035594125.1	Scylla paramamosain	85552
GCA_043250625.1	Sebastes fasciatus	394691
GCA_014673565.1	Sebastes schlegelii	214486
GCF_015220745.1	Sebastes umbrosus	72105
GCA_913789895.3	Seladonia tumulorum	115100
GCA_917880725.1	Selenia dentaria	934894
GCA_034552555.1	Semaprochilodus insignis	642563
GCA_043165465.1	Semiaphis heraclei	796293
GCA_964036315.1	Sepia esculenta	31210
GCA_963932145.1	Sepia lycidas	296134
GCA_964300435.1	Sepia officinalis	6610
GCA_964339045.1	Sepiola affinis	70192
GCA_963556195.1	Sepiola atlantica	70193
GCA_963585895.1	Sepioteuthis lessoniana	34570
GCA_040543525.2	Serangium japonicum	544596
GCA_964264485.1	Sericomyia silentis	1676147
GCF_022539315.1	Serinus canaria	9135
GCF_021018895.1	Seriola aureovittata	2871759
GCA_039766575.1	Serrognathus titanus	618631
GCA_037179545.1	Sesamia inferens	492764
GCA_914767545.1	Sesia apiformis	748215
GCA_943735995.1	Sesia bembeciformis	287197
GCA_964277105.1	Setina aurita	1660689
GCA_030347295.1	Setipinna tenuifilis	762045
GCA_001746935.2	Setophaga coronata coronata	1037456
GCA_964277625.1	Shargacucullia prenanthis	987467
GCA_964273835.1	Shargacucullia scrophulariae	987468
GCA_947562105.1	Shargacucullia verbasci	987469
GCA_021292165.1	Shinisaurus crocodilurus	52224
GCA_961205875.1	Sialis fuliginosa	1230162
GCA_949319165.1	Sialis lutaria	279420
GCA_922984085.1	Sicus ferrugineus	1219204
GCA_964017195.1	Siderastrea radians	214988
GCA_964030785.1	Siderastrea siderea	130672
GCA_041146955.1	Siganus canaliculatus	75042
GCA_041721565.1	Sigmodon hispidus	42415
GCA_946808225.1	Silurus aristotelis	933932
GCF_014805685.1	Silurus meridionalis	175797
GCA_963930825.1	Silvanus unidentatus	295940
GCA_041003635.1	Simocephalus vetulus	77651
GCA_004115045.4	Sinella curviseta	187695
GCA_040182825.1	Sinibrama wui	2202366
GCF_020085105.1	Siniperca chuatsi	119488
GCA_011952075.1	Siniperca knerii	214812
GCA_027580175.1	Siniperca scherzeri	228252
GCA_028554795.2	Sinohyriopsis cumingii	165450
GCA_007844125.1	Sinonovacula constricta	98310
GCA_039955035.1	Sinosolenaia oleivora	3237505
GCA_041222645.1	Sinospelaeobdella cavatuses	933808
GCA_028829895.1	Sinotaia quadrata	200191
GCA_964270865.1	Siona lineata	190364
GCA_020466265.1	Siphamia tubifer	1536898
GCA_949825025.1	Siphlonurus alternatus	248243
GCA_032622095.1	Siphonodentalium dalli	3019061
GCA_026874595.2	Sipunculus nudus	6446
GCA_039880765.1	Sistrurus catenatus	8756
GCA_958496155.1	Sisyra nigra	279440
GCA_958496175.1	Sisyra terminalis	1560625
GCA_008086715.1	Sitobion miscanthi	44668
GCA_964263205.1	Sitona lineatus	202195
GCA_032173965.1	Sitta carolinensis	50250
GCA_032441835.1	Slavum lentiscoides	2878228
GCA_033063855.1	Smittia aterrima	611654
GCA_033064975.1	Smittia sp. YW1114-2	2925353
GCA_017141385.1	Sogatella furcifera	113103
GCF_019176455.1	Solea senegalensis	28829
GCF_958295425.1	Solea solea	90069
GCA_021229015.1	Solen grandis	165599
GCF_016802725.1	Solenopsis invicta	13686
GCA_951411735.1	Somateria mollissima	76058
GCF_027595985.1	Sorex araneus	42254
GCF_900880675.1	Sparus aurata	8175
GCA_900880675.2	Sparus aurata	8175
GCF_027358695.1	Spea bombifrons	233779
GCA_964194105.1	Spermophilus citellus	9997
GCF_902148855.1	Sphaeramia orbicularis	375764
GCF_021028975.2	Sphaerodactylus townsendi	933632
GCA_964036195.1	Sphaerolaimus hirsutus	319955
GCA_943590905.1	Sphaerophoria taeniata	2735243
GCA_964235305.1	Sphaerularia bombi	364607
GCA_913789915.3	Sphecodes monilicornis	1190790
GCA_951509765.1	Sphenella marginata	594017
GCA_027474245.1	Spheniscus humboldti	9240
GCA_947568825.1	Sphinx pinastri	987436
GCA_964288835.1	Spialia rosae	1873866
GCA_964258965.1	Spialia sertorius	509483
GCA_949699795.1	Spicauda simplicius	3056719
GCA_916048165.1	Spilarctia lutea	875881
GCA_905220595.1	Spilosoma lubricipeda	875880
GCA_964188045.1	Spilosoma urticae	988039
GCA_039654775.1	Spinibarbus caldwelli	221414
GCA_947247005.1	Spisula solida	31201
GCA_963678985.1	Spisula subtruncata	31202
GCA_902829305.4	Spodoptera exigua	7107
GCF_023101765.2	Spodoptera frugiperda	7108
GCA_902850265.1	Spodoptera littoralis	7109
GCF_002706865.2	Spodoptera litura	69820
GCA_041380405.1	Spondylurus nitidus	3095121
GCA_963930835.2	Spongia lamella	3062688
GCA_964213935.1	Spongia officinalis	252964
GCA_949361645.1	Spongilla lacustris	6055
GCA_963457725.1	Sprattus sprattus	196075
GCA_040359625.1	Squaliobarbus curriculus	75372
GCA_022829025.1	Squalius cephalus	8284
GCA_030390025.1	Squalus acanthias	7797
GCA_964057025.1	Standfussiana lucernea	988158
GCA_964211955.1	Staphylinus erythropterus	1553746
GCA_044707075.1	Staurotypus triporcatus	55537
GCA_044657725.1	Stegodyphus bicolor	407819
GCA_044657705.1	Stegodyphus lineatus	175341
GCA_044660205.1	Stegodyphus mimosarum	407821
GCA_044658445.1	Stegodyphus sarasinorum	1566146
GCA_044658465.1	Stegodyphus tentoriicola	202532
GCF_030684315.1	Stegostoma tigrinum	3053191
GCA_000757645.3	Steinernema carpocapsae	34508
GCA_030435675.2	Steinernema hermaphroditum	289476
GCA_943735885.1	Stelis phaeoptera	2249760
